id_product;sku;name;price;description;description_short
1896;1610;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>68</td>
<td>69</td>
<td>70</td>
<td>71</td>
<td>
<p></p>
<p></p>
<p>72</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
1898;1612;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>68</td>
<td>69</td>
<td>70</td>
<td>71</td>
<td>
<p></p>
<p></p>
<p>72</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
1899;1613;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>68</td>
<td>69</td>
<td>70</td>
<td>71</td>
<td>
<p></p>
<p></p>
<p>72</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
1923;1636;блуза;22.582058;;"<p></p>
<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>65</td>
<td>67</td>
<td>69</td>
<td>71</td>
<td>
<p></p>
<p>73</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%B1%D0%BB%D1%83%D0%B7%D0%B0.png"" alt="""" width=""350"" height=""350"" /></p>"
1925;1638;блуза;22.582058;;"<p></p>
<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>65</td>
<td>67</td>
<td>69</td>
<td>71</td>
<td>
<p></p>
<p>73</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%B1%D0%BB%D1%83%D0%B7%D0%B0.png"" alt="""" width=""350"" height=""350"" /></p>"
1928;1640;блуза;23.434211;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>65</td>
<td>67</td>
<td>69</td>
<td>71</td>
<td>
<p></p>
<p>73</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%B1%D0%BB%D1%83%D0%B7%D0%B0.png"" alt="""" width=""350"" height=""350"" /></p>"
1929;1641;худи;29.399283;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>65</td>
<td>67</td>
<td>69</td>
<td>71</td>
<td>
<p></p>
<p>73</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%B1%D0%BB%D1%83%D0%B7%D0%B0.png"" alt="""" width=""350"" height=""350"" /></p>"
1930;1642;блуза;24.286364;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>65</td>
<td>67</td>
<td>69</td>
<td>71</td>
<td>
<p></p>
<p>73</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%B1%D0%BB%D1%83%D0%B7%D0%B0.png"" alt="""" width=""350"" height=""350"" /></p>"
1934;1646;блуза;23.434211;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>65</td>
<td>67</td>
<td>69</td>
<td>71</td>
<td>
<p></p>
<p>73</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%B1%D0%BB%D1%83%D0%B7%D0%B0.png"" alt="""" width=""350"" height=""350"" /></p>"
1939;1651;блуза;24.286364;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>65</td>
<td>67</td>
<td>69</td>
<td>71</td>
<td>
<p></p>
<p>73</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%B1%D0%BB%D1%83%D0%B7%D0%B0.png"" alt="""" width=""350"" height=""350"" /></p>"
1949;1653;"Мъжко зимно яке силиконова вата с интегрирана качулка";50.703112;"<p>Зимно яке в интересен принт на хармонични елементи с интегрирана качулка с ластик и стопери, 3 броя джобове :2 броя с тик-так закопчаване и декоративни ципове на тях на лицевата част и 1 брой вертикален вътрешен джоб с цип, в долната част има лек ластик със стопери,за максимален комфорт и удобство.Висок клас на изработка,силиконова вата,в размери от М до 2ХЛ.</p>";"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>
<p></p>
</td>
</tr>
<tr>
<td>Размери см</td>
<td></td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td></td>
<td>
<p>59</p>
</td>
<td>61</td>
<td>63</td>
<td>65</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td></td>
<td>65</td>
<td>66</td>
<td>67</td>
<td>
<p></p>
<p>69</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p></p>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/%D1%8F%D0%BA%D0%B5.png"" alt="""" width=""350"" height=""350"" /></p>
<p></p>"
1953;1657;"Мъжко зимно яке силиконова вата в графичен принт";54.963877;"<p>Зимно яке в класически черно - бял графичен принт, със сваляща се качулка с цип, 3 броя джобове - 2 броя с ципове на лицевата част и 1 брой вътрешен джоб , дебел ластичен кант на талията и ръкавите. Висок клас на изработка , капитонирана силиконова вата, в размери от С до 2ХЛ.</p>";"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>54</td>
<td>
<p>56</p>
</td>
<td>58</td>
<td>60</td>
<td>62</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>65</td>
<td>67</td>
<td>69</td>
<td>71</td>
<td>
<p></p>
<p>73</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D1%8F%D0%BA%D0%B5.png"" alt="""" width=""350"" height=""350"" /></p>"
1960;1664;"Мъжко зимно дълго яке капитонирана силиконова вата на фигури в черен цвят";59.224643;"<p>Зимно дълго яке на фигури с 3 д ефект на фигури в класически черен цвят, с 3 броя джобове- 2 броя на лицевата част с цип и 1 брой вътрешен джоб. Моделът е с качулка с цип, която се сваля, перфектна кройка в размери от С до 2ХЛ, капитонирана силиконова вата.</p>";"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>55</td>
<td>
<p>57</p>
</td>
<td>60</td>
<td>62</td>
<td>64</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>
<p>84</p>
</td>
<td>86</td>
<td>88</td>
<td>90</td>
<td>
<p></p>
<p>92</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D1%8F%D0%BA%D0%B5.png"" alt="""" width=""350"" height=""350"" /></p>"
1962;1666;"Мъжко зимно плътно яке капитонирана силиконова вата в мраморен принт";50.703112;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>54</td>
<td>
<p>56</p>
</td>
<td>58</td>
<td>60</td>
<td>62</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>
<p>82</p>
</td>
<td>84</td>
<td>85</td>
<td>86</td>
<td>
<p></p>
<p>87</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D1%8F%D0%BA%D0%B5.png"" alt="""" width=""350"" height=""350"" /></p>"
1963;1667;худи;23.434211;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td></td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td></td>
<td>
<p>54</p>
</td>
<td>56</td>
<td>58</td>
<td>60</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td></td>
<td>63</td>
<td>65</td>
<td>67</td>
<td>
<p></p>
<p>69</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D1%81%D1%83%D0%B8%D1%87%D0%B5%D1%80.png"" alt="""" width=""350"" height=""350"" /></p>"
1964;1668;худи;23.434211;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td></td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td></td>
<td>
<p>54</p>
</td>
<td>56</td>
<td>58</td>
<td>60</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td></td>
<td>63</td>
<td>65</td>
<td>67</td>
<td>
<p></p>
<p>69</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D1%81%D1%83%D0%B8%D1%87%D0%B5%D1%80.png"" alt="""" width=""350"" height=""350"" /></p>"
1965;1669;худи;23.434211;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td></td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td></td>
<td>
<p>54</p>
</td>
<td>56</td>
<td>58</td>
<td>60</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td></td>
<td>63</td>
<td>65</td>
<td>67</td>
<td>
<p></p>
<p>69</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D1%81%D1%83%D0%B8%D1%87%D0%B5%D1%80.png"" alt="""" width=""350"" height=""350"" /></p>"
1966;1670;худи;23.434211;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td></td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td></td>
<td>
<p>54</p>
</td>
<td>56</td>
<td>58</td>
<td>60</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td></td>
<td>63</td>
<td>65</td>
<td>67</td>
<td>
<p></p>
<p>69</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D1%81%D1%83%D0%B8%D1%87%D0%B5%D1%80.png"" alt="""" width=""350"" height=""350"" /></p>"
1967;1671;"Мъжки зимен ватиран екип с худи в класическо черно";42.181580;"<p>Мъжки ватиран комплект от худи и долнище от високачествен плътен памук с еластант. Горнището е така практичното и удобно худи с джоб тип кенгуру, ефектна гумирана апликация, качулка с връзки и голям надпис на гърба. Долнището - с ластик с връзки на талията,три джоба и с вертикален надпис, свободна кройка в размери от С до 2ХЛ.</p>";"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>
<p></p>
</td>
</tr>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td></td>
<td>
<p></p>
</td>
<td></td>
<td></td>
<td></td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td></td>
<td></td>
<td></td>
<td></td>
<td>
<p></p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p></p>
<p></p>
<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td></td>
<td></td>
<td></td>
<td></td>
<td></td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p></p>
<p></p>
</td>
<td></td>
<td></td>
<td></td>
<td></td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/%D0%B5%D0%BA%D0%B8%D0%BF.png"" alt="""" width=""350"" height=""350"" /></p>"
1970;1674;елек;42.181580;;
1973;1677;елек;27.694977;;
1974;1678;елек;36.216508;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>3XL</td>
<td>
<p>4XL</p>
</td>
<td>5XL</td>
<td>6XL</td>
<td>7XL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>65</td>
<td>
<p>67</p>
</td>
<td>70</td>
<td>73</td>
<td>76</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>67</td>
<td>67</td>
<td>68</td>
<td>69</td>
<td>
<p></p>
<p>69</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p></p>
<p></p>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/%D1%8F%D0%BA%D0%B5.png"" alt="""" width=""350"" height=""350"" /></p>"
1977;1681;"шушляково долнище";23.434211;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td></td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">А</span>ширина-талия (неразпънато положение)</p>
</td>
<td></td>
<td></td>
<td></td>
<td></td>
<td></td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p></p>
<p></p>
</td>
<td></td>
<td></td>
<td></td>
<td></td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/%D0%B4%D1%8A%D0%BD%D0%BA%D0%B8.png"" alt="""" width=""250"" height=""250"" /></p>"
1978;1682;"джогър панталон";29.399283;"<p>Джогър панталон в така модерния цвят каки. 6 джоба - 2 на лицевата част,2 на задната част и 2 карго джоба с капаче и тик-так закопчаване,ластик на талията с връзки ,и ластик на глезена. Висок клас на изработа,мек памук с еластант,удобен,практичен,комфортен,съчетание от спортна функционалност и модерен урбанизъм.</p>";"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>30</td>
<td>32</td>
<td>34</td>
<td>36</td>
<td>38</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">А</span>ширина-талия (неразпънато положение)</p>
</td>
<td>39</td>
<td>40</td>
<td>41</td>
<td>42</td>
<td>44</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>94</p>
<p></p>
</td>
<td>95</td>
<td>96</td>
<td>96</td>
<td>97</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/%D0%B4%D1%8A%D0%BD%D0%BA%D0%B8.png"" alt="""" width=""250"" height=""250"" /></p>"
1980;1683;"джогър панталон";29.399283;"<p>Джогър панталон в класическо черно. 6 джоба - 2 на лицевата част,2 на задната част и 2 карго джоба с капаче и тик-так закопчаване,ластик на талията с връзки ,и ластик на глезена. Висок клас на изработа,мек памук с еластант,удобен,практичен,комфортен,съчетание от спортна функционалност и модерен урбанизъм.</p>";"<p></p>
<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>30</td>
<td>32</td>
<td>34</td>
<td>36</td>
<td>38</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">А</span>ширина-талия (неразпънато положение)</p>
</td>
<td>39</td>
<td>40</td>
<td>41</td>
<td>42</td>
<td>44</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>94</p>
<p></p>
</td>
<td>95</td>
<td>96</td>
<td>96</td>
<td>97</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/%D0%B4%D1%8A%D0%BD%D0%BA%D0%B8.png"" alt="""" width=""250"" height=""250"" /></p>
<p></p>
<p></p>"
1982;1684;худи;23.434211;;"<p></p>
<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>
<p></p>
<p>62</p>
</td>
<td>
<p></p>
<p>63</p>
</td>
<td>
<p>65</p>
</td>
<td>
<p>66</p>
</td>
<td>
<p>67</p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/%D1%81%D1%83%D0%B8%D1%87%D0%B5%D1%80.png"" alt="""" width=""350"" height=""350"" /></p>
<p></p>"
1983;1685;худи;23.434211;;"<p></p>
<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>
<p></p>
<p>62</p>
</td>
<td>
<p></p>
<p>63</p>
</td>
<td>
<p>65</p>
</td>
<td>
<p>66</p>
</td>
<td>
<p>67</p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D1%81%D1%83%D0%B8%D1%87%D0%B5%D1%80.png"" alt="""" width=""350"" height=""350"" /></p>"
1984;1686;худи;23.434211;;"<p></p>
<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td></td>
<td></td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>48</td>
<td>
<p>52</p>
</td>
<td>55</td>
<td></td>
<td></td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>
<p></p>
<p>62</p>
</td>
<td>
<p></p>
<p>63</p>
</td>
<td>
<p>65</p>
</td>
<td>
<p></p>
</td>
<td>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D1%81%D1%83%D0%B8%D1%87%D0%B5%D1%80.png"" alt="""" width=""350"" height=""350"" /></p>
<p></p>"
1985;1687;худи;23.434211;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td></td>
<td></td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>48</td>
<td>
<p>52</p>
</td>
<td>55</td>
<td></td>
<td></td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>
<p></p>
<p>62</p>
</td>
<td>
<p></p>
<p>63</p>
</td>
<td>
<p>65</p>
</td>
<td>
<p></p>
</td>
<td>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D1%81%D1%83%D0%B8%D1%87%D0%B5%D1%80.png"" alt="""" width=""350"" height=""350"" /></p>"
1986;1688;"Мъжки екип с вертикален надпис на горнището и долнището";42.181580;"<p>Мъжки екип от полиестер с лек еластант,ликра. Горнището е с 2 джоба, качулка с връзки и голям гумиран,вертикален надпис на лицевата част и изчистен гръб,с ластичен щрих на талията и ръкавите. Долнището е с 2 джоба с ципове, гумиран страничен,вертикален надпис и ластичен щрих на глезена.</p>";"<p></p>
<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>
<p></p>
<p>59</p>
</td>
<td>
<p>61</p>
</td>
<td>63</td>
<td>65</td>
<td>
<p></p>
<p>67</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p></p>
<p></p>
<p></p>
<p></p>
<p></p>
<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>34</td>
<td>35</td>
<td>
<p></p>
<p>36</p>
</td>
<td>37</td>
<td>
<p></p>
<p>38</p>
</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>100</p>
<p></p>
</td>
<td>
<p></p>
<p>102</p>
</td>
<td>
<p></p>
<p>103</p>
</td>
<td>
<p></p>
<p>104</p>
</td>
<td>
<p></p>
<p>106</p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/%D0%B5%D0%BA%D0%B8%D0%BF.png"" alt="""" width=""350"" height=""350"" /></p>
<p></p>"
1990;1692;"долнище с мраморен принт";23.434211;;"<p></p>
<p></p>
<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td></td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">А</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>38</td>
<td>41</td>
<td></td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>94</p>
<p></p>
</td>
<td>95</td>
<td>96</td>
<td>98</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/%D0%B4%D1%8A%D0%BD%D0%BA%D0%B8.png"" alt="""" width=""250"" height=""250"" /></p>
<p></p>"
1991;1693;"двуцветно долнище";21.303829;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td></td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">А</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>38</td>
<td>41</td>
<td></td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>91</p>
<p></p>
</td>
<td>92</td>
<td>94</td>
<td>95</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/%D0%B4%D1%8A%D0%BD%D0%BA%D0%B8.png"" alt="""" width=""250"" height=""250"" /></p>"
