id_product;sku;name;price;description;description_short
2771;2450;тениска;23.433333;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>51</td>
<td>
<p>53</p>
</td>
<td>55</td>
<td>57</td>
<td>59</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>72</td>
<td>
<p></p>
<p></p>
<p>74</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2772;2451;тениска;20.875000;;"<table width=""307"" style=""height:140px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>3XL</td>
<td>
<p>4ХL</p>
</td>
<td>5XL</td>
<td>6XL</td>
<td></td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>60</td>
<td>
<p>63</p>
</td>
<td>66</td>
<td>68</td>
<td></td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>72</td>
<td>74</td>
<td>76</td>
<td>78</td>
<td>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2773;2452;тениска;20.875000;;"<table width=""307"" style=""height:140px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>3XL</td>
<td>
<p>4ХL</p>
</td>
<td>5XL</td>
<td>6XL</td>
<td></td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>60</td>
<td>
<p>63</p>
</td>
<td>66</td>
<td>68</td>
<td></td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>72</td>
<td>74</td>
<td>76</td>
<td>78</td>
<td>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2774;2453;комплект;46.441667;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>53</td>
<td>
<p>55</p>
</td>
<td>57</td>
<td>59</td>
<td>61</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>72</td>
<td>
<p></p>
<p></p>
<p>74</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>
<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">A</span> ширина-талия(неразпънато положение)</td>
<td>36</td>
<td>
<p>37</p>
</td>
<td>38</td>
<td>39</td>
<td>40</td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">B</span> дължина</p>
</td>
<td>51</td>
<td>52</td>
<td>53</td>
<td>54</td>
<td>
<p>55</p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2775;2454;комплект;46.441667;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>53</td>
<td>
<p>55</p>
</td>
<td>57</td>
<td>59</td>
<td>61</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>72</td>
<td>
<p></p>
<p></p>
<p>74</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>
<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">A</span> ширина-талия(неразпънато положение)</td>
<td>36</td>
<td>
<p>37</p>
</td>
<td>38</td>
<td>39</td>
<td>40</td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">B</span> дължина</p>
</td>
<td>51</td>
<td>52</td>
<td>53</td>
<td>54</td>
<td>
<p>55</p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2776;2455;тениска;20.875000;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>53</td>
<td>
<p>55</p>
</td>
<td>57</td>
<td>59</td>
<td>61</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>65</td>
<td>67</td>
<td>69</td>
<td>71</td>
<td>
<p></p>
<p></p>
<p>73</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2777;2456;тениска;20.875000;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>53</td>
<td>
<p>55</p>
</td>
<td>57</td>
<td>59</td>
<td>61</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>65</td>
<td>67</td>
<td>69</td>
<td>71</td>
<td>
<p></p>
<p></p>
<p>73</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2778;2457;тениска;20.875000;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>53</td>
<td>
<p>55</p>
</td>
<td>57</td>
<td>59</td>
<td>61</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>65</td>
<td>67</td>
<td>69</td>
<td>71</td>
<td>
<p></p>
<p></p>
<p>73</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2779;2458;тениска;20.875000;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>53</td>
<td>
<p>55</p>
</td>
<td>57</td>
<td>59</td>
<td>61</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>65</td>
<td>67</td>
<td>69</td>
<td>71</td>
<td>
<p></p>
<p></p>
<p>73</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2780;2459;тениска;20.875000;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>53</td>
<td>
<p>55</p>
</td>
<td>57</td>
<td>59</td>
<td>61</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>65</td>
<td>67</td>
<td>69</td>
<td>71</td>
<td>
<p></p>
<p></p>
<p>73</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2781;2460;тениска;20.875000;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>53</td>
<td>
<p>55</p>
</td>
<td>57</td>
<td>59</td>
<td>61</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>65</td>
<td>67</td>
<td>69</td>
<td>71</td>
<td>
<p></p>
<p></p>
<p>73</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2782;2461;бански;20.825000;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2783;2462;бански;20.825000;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2784;2463;бански;20.825000;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2785;2464;бански;20.825000;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2786;2465;бански;20.825000;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2787;2466;бански;20.825000;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2788;2467;бански;20.825000;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2789;2468;бански;20.825000;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2790;2469;бански;20.825000;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2791;2470;бански;20.825000;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2792;2471;бански;20.825000;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2793;2472;бански;20.825000;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2794;2473;бански;20.825000;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2795;2474;бански;20.825000;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2796;2475;бански;20.825000;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2797;2476;комплект;46.441667;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>52</td>
<td>
<p>54</p>
</td>
<td>56</td>
<td>58</td>
<td>60</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>72</td>
<td>
<p></p>
<p></p>
<p>74</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>
<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">A</span> ширина-талия(неразпънато положение)</td>
<td>39</td>
<td>
<p>40</p>
</td>
<td>41</td>
<td>42</td>
<td>43</td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">B</span> дължина</p>
</td>
<td>52</td>
<td>53</td>
<td>54</td>
<td>55</td>
<td>
<p>56</p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2798;2477;комплект;46.441667;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>52</td>
<td>
<p>54</p>
</td>
<td>56</td>
<td>58</td>
<td>60</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>72</td>
<td>
<p></p>
<p></p>
<p>74</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>
<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">A</span> ширина-талия(неразпънато положение)</td>
<td>39</td>
<td>
<p>40</p>
</td>
<td>41</td>
<td>42</td>
<td>43</td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">B</span> дължина</p>
</td>
<td>52</td>
<td>53</td>
<td>54</td>
<td>55</td>
<td>
<p>56</p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
